8区平均μm,Al%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,C级,Mo%,N%,Ni%,P+S%,断面收缩率%,硅含量%,晶粒度级,抗拉强度MPa,磷含量%,硫含量%,锰含量%,偏析级,破断力KN,实测直径mm,碳含量%,椭圆度mm,DSL,JH_INVBASDOC_0001A11000000000JJMI,JH_INVBASDOC_0001A11000000000JJMU,JH_INVBASDOC_0001A11000000000JJN3,JH_INVBASDOC_0001A11000000000JJN6,JH_INVBASDOC_0001B21000000004ZBB3,JH_INVBASDOC_0001B210000000079RFT,JH_INVBASDOC_1001A110000000009MGI,JH_INVBASDOC_1001A110000000009MN5,JH_INVBASDOC_1001A11000000005DV3H,JH_INVBASDOC_1001A1100000000CP7W8,JH_INVBASDOC_1006B21000000000033F,JH_INVNAME_武钢W82DA,JH_INVNAME_武钢WLX72A-X,JH_INVNAME_武钢WLX82AG,JH_INVNAME_武钢WLX92A,JH_INVNAME_青钢C72D2,JH_INVNAME_青钢C72DA,JH_INVNAME_青钢C82D2,JH_INVNAME_青钢C82DA,JH_INVNAME_青钢C86D2,JH_INVNAME_青钢C92D2E,JH_INVNAME_青钢SWRH72A,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2XUQ,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YQW,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YZV,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZK5,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZUG,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3001,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3073,JH_INSPECTIONRELAPLAN_IR0000000005ITOC30K7,JH_INSPECTIONRELAPLAN_IR0000000005ITOC311T,JH_INSPECTIONRELAPLAN_IR0000000005ITOC317U,JH_INSPECTIONRELAPLAN_IR0000000005ITOC31EC,JH_INSPECTIONRELAPLANNAME_ZX_QG86_PT,JH_INSPECTIONRELAPLANNAME_中心C70A盘条,JH_INSPECTIONRELAPLANNAME_中心C80A盘条,JH_INSPECTIONRELAPLANNAME_盘条C70（001）,JH_INSPECTIONRELAPLANNAME_盘条C80（001）,JH_INSPECTIONRELAPLANNAME_盘条C90（001）,JH_INSPECTIONPLAN_MD0000000005IS3HT1MA,JH_INSPECTIONPLAN_MD0000000005IS3HT1ME,JH_INSPECTIONPLAN_MD0000000005IS3HT4J8,JH_INSPECTIONPLAN_MD0000000005IS3HT4JA,JH_INSPECTIONPLAN_MD0000000005IS3HT4JC,JH_INSPECTIONPLAN_MD0000000005IS3HT5WW,CHECK_HG_FLAG_不合格,CHECK_HG_FLAG_合格,基体组织_S+F微量+P少量,基体组织_S+少量F+少量P,基体组织_S+微量F+少量P,基体组织_S+微量Fe3C+少量P,基体组织_S+微量Fe3C+少量PS+微量Fe3C+少量P,基体组织_S+微量的Fe3C+少量P,实测直径-面积,椭圆度mm-平方项
0,0.001,0.5,0.5,0.016,0.009,0.027,0.5,0.001,0.006,0.002,0.02,49.6,0.2,8.5,1085,0.01,0.01,0.51,1,25.98,5.52,0.718,0.04,1.249888493,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0004
0,0.001,0.5,0.5,0.017,0.007,0.026,0.5,0.001,0.006,0.002,0.013,45.9,0.2,8.5,1038,0.007,0.006,0.51,1,24.66,5.5,0.717,0.11,2.812571008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.003025
0,0.004,0.5,0.5,0.019,0.009,0,0.5,0.001,0,0.019,0.023,41.8,0.19,9.5,1116,0.012,0.011,0.51,1,27.19,5.57,0.831,0.19,5.557784423,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.36689948,0.009025
0,0.004,0.5,0.5,0.017,0.008,0.043,0.5,0.001,0.006,0.018,0.02,44.5,0.2,9.5,1143,0.015,0.005,0.53,2,27.45,5.53,0.838,0.15,3.196374522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.0181827,0.005625
3,0.001,0.5,0.5,0.014,0.008,0,0.5,0.002,0,0.002,0.02,49.5,0.19,9.5,1152,0.014,0.006,0.53,2,27.27,5.49,0.829,0.14,4.046056725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.0049
4,0.001,0.5,0.5,0.012,0.011,0,0.5,0.002,0,0.001,0.027,42.3,0.21,9.5,1182,0.013,0.014,0.52,2,28.69,5.56,0.83,0.16,1.785608555,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0064
0,0.004,0.5,0.5,0.016,0.008,0.042,0.5,0.001,0.006,0.018,0.018,42.1,0.19,9.5,1100,0.012,0.006,0.53,2,26.7,5.56,0.801,0.1,3.779230539,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0025
0,0.001,0.5,0.5,0.012,0.011,0,0.5,0.001,0,0.002,0.019,52.1,0.231,9.5,1031,0.009,0.01,0.54,2,25.04,5.56,0.719,0.18,3.964242771,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.27948466,0.0081
5,0.001,0.5,0.5,0.022,0.01,0,0.5,0.002,0,0.002,0.026,46.2,0.2,9.5,1137,0.013,0.013,0.52,1,27.04,5.5,0.821,0.04,2.455022496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.75829444,0.0004
13,0.004,0.5,0.5,0.019,0.008,0,0.5,0.001,0,0.02,0.023,42.2,0.2,9.5,1136,0.012,0.011,0.53,1,27.86,5.59,0.825,0.08,3.28313164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.54220035,0.0016
0,0.004,0.5,0.5,0.028,0.008,0,0.5,0.001,0,0.019,0.022,46.2,0.2,9.5,1166,0.015,0.007,0.51,2,27.69,5.5,0.828,0.15,1.527943106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.75829444,0.005625
6,0.001,0.5,0.5,0.024,0.009,0,0.5,0.001,0,0.019,0.022,45.5,0.19,9.5,1027,0.007,0.015,0.54,2,25.11,5.58,0.727,0.08,1.657922305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.45447137,0.0016
0,0.004,0.5,0.5,0.018,0.007,0,0.5,0.001,0,0.018,0.019,45.4,0.2,9.5,1151,0.012,0.007,0.51,1,27.34,5.52,0.814,0.2,1.335168227,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.01
0,0.001,0.5,0.5,0.029,0.013,0,0.5,0.002,0,0.002,0.025,44.6,0.19,9.5,1135,0.015,0.01,0.52,2,27.56,5.56,0.829,0.12,3.3224865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0036
9,0.001,0.5,0.5,0.015,0.01,0,0.5,0.001,0,0.002,0.024,49.7,0.2,9.5,1026,0.015,0.009,0.51,2,24.11,5.47,0.741,0.22,1.482500994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.49981991,0.0121
0,0.001,0.5,0.5,0.023,0.013,0,0.5,0.001,0,0.002,0.018,50.6,0.19,9.5,1068,0.009,0.009,0.53,2,25.27,5.49,0.732,0.16,2.368583935,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.67197918,0.0064
0,0.004,0.5,0.5,0.025,0.008,0,0.5,0.001,0,0.018,0.021,43.8,0.2,9.5,1137,0.013,0.008,0.53,2,27.52,5.55,0.836,0.1,2.369201763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0025
0,0.001,0.5,0.5,0.013,0.01,0.024,0.5,0.001,0.005,0.001,0.019,44.7,0.21,9.5,1024,0.011,0.008,0.52,2,24.68,5.54,0.73,0.18,2.304202756,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0081
0,0.001,0.5,0.5,0.026,0.011,0,0.5,0.001,0,0.001,0.024,48.6,0.2,9.5,1047,0.012,0.012,0.52,2,24.69,5.48,0.725,0.2,0.504124038,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.58582101,0.01
0,0.004,0.5,0.5,0.034,0.01,0,0.5,0.001,0,0.018,0.026,46,0.2,9.5,1158,0.016,0.01,0.53,2,28.01,5.55,0.826,0.14,1.367350666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0049
0,0.001,0.5,0.5,0.014,0.006,0.022,0.5,0.003,0.006,0.002,0.023,49,0.2,9.5,1100,0.018,0.005,0.51,2,26.61,5.55,0.81,0.18,4.785261574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0081
0,0.001,0.5,0.5,0.014,0.007,0.022,0.5,0.001,0.006,0.001,0.021,48.7,0.18,9.5,1035,0.013,0.008,0.52,2,24.86,5.53,0.727,0.13,2.716496126,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.004225
5,0.001,0.5,0.5,0.023,0.009,0,0.5,0.002,0,0.002,0.026,51.1,0.2,9.5,1146,0.014,0.012,0.53,2,27.42,5.52,0.827,0.04,4.315942086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0004
0,0.001,0.5,0.5,0.016,0.011,0.045,0.5,0.001,0.006,0.018,0.015,45.8,0.19,9.5,1006,0.007,0.008,0.54,2,23.98,5.51,0.719,0.16,4.404709167,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.0064
0,0.004,0.5,0.5,0.023,0.008,0,0.5,0.001,0,0.017,0.023,45.3,0.21,9.5,1112,0.015,0.008,0.51,2,26.7,5.53,0.814,0.15,1.861339509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.005625
7,0.004,0.5,0.5,0.022,0.009,0,0.5,0.001,0,0.018,0.019,45.4,0.21,9.5,1143,0.012,0.007,0.52,2,27.45,5.53,0.817,0.11,3.954185892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.003025
10,0.001,0.5,0.5,0.007,0.013,0,0.5,0.003,0,0.001,0.024,40.7,0.19,9.5,1109,0.012,0.012,0.53,2,26.93,5.54,0.81,0.16,2.112658253,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0064
0,0.004,0.5,0.5,0.015,0.007,0.041,0.5,0.001,0.006,0.019,0.018,47.7,0.2,9.5,1160,0.012,0.006,0.54,1,27.86,5.53,0.821,0.13,5.156827352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.0181827,0.004225
0,0.001,0.5,0.5,0.015,0.012,0.028,0.5,0.004,0.006,0.001,0.017,48.7,0.21,9.5,1139,0.01,0.007,0.53,2,27.45,5.54,0.82,0.21,3.770044145,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.10512627,0.011025
0,0.001,0.5,0.5,0.017,0.013,0,0.5,0.001,0,0.002,0.023,46.7,0.21,9.5,1142,0.014,0.009,0.54,2,27.13,5.5,0.846,0.09,3.531489923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.75829444,0.002025
0,0.004,0.5,0.5,0.021,0.007,0.045,0.5,0.001,0.006,0.017,0.017,47.2,0.19,9.5,1112,0.012,0.005,0.51,2,26.33,5.49,0.823,0.16,5.324743326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23.67197918,0.0064
0,0.004,0.5,0.5,0.054,0.008,0,0.5,0.001,0,0.02,0.022,43.9,0.2,9.5,1127,0.014,0.008,0.52,2,27.35,5.56,0.834,0.02,2.836927339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0001
0,0.001,0.5,0.5,0.027,0.013,0,0.5,0.001,0,0.002,0.015,51.1,0.21,9.5,1072,0.008,0.007,0.54,2,25.65,5.52,0.744,0.14,2.173777227,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0049
0,0.001,0.5,0.5,0.03,0.01,0,0.5,0.001,0,0.001,0.022,48,0.19,9.5,1173,0.015,0.007,0.53,2,27.37,5.45,0.818,0.24,3.434714175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.32828895,0.0144
0,0.004,1,0.5,0.024,0.008,0,0.5,0.001,0,0.019,0.018,42.7,0.17,9.5,1117,0.01,0.008,0.51,1,27.01,5.55,0.819,0.11,0.881002392,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.003025
0,0.004,0.5,0.5,0.02,0.01,0,0.5,0.001,0,0.019,0.021,41.4,0.17,9.5,1107,0.012,0.009,0.52,2,26.77,5.55,0.832,0.21,3.127868864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.011025
0,0.001,0.5,0.5,0.022,0.009,0,0.5,0.001,0,0.001,0.029,46.2,0.19,9.5,1153,0.016,0.013,0.51,2,27.69,5.53,0.83,0.2,2.295699901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.01
0,0.001,0.5,0.5,0.018,0.009,0,0.5,0.002,0,0.002,0.021,51.9,0.2,9.5,1128,0.014,0.007,0.54,2,27.17,5.53,0.828,0.06,4.049627287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0009
0,0.001,0.5,0.5,0.029,0.01,0,0.5,0.004,0,0.002,0.02,43,0.22,9.5,1144,0.012,0.008,0.53,2,28.07,5.52,0.841,0.24,1.950841447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0144
8,0.001,0.5,0.5,0.008,0.012,0,0.5,0.001,0,0.001,0.023,42.4,0.21,9.5,1139,0.013,0.01,0.52,2,27.66,5.56,0.824,0.11,1.913133317,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.003025
0,0.001,0.5,0.5,0.028,0.011,0,0.5,0.002,0,0.002,0.027,47.7,0.2,9.5,1144,0.013,0.014,0.54,1,27.17,5.5,0.821,0.14,3.133676092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.75829444,0.0049
9,0.001,0.5,0.5,0.018,0.011,0,0.5,0.002,0,0.002,0.019,52.1,0.17,9.5,1073,0.015,0.004,0.53,1,25.67,5.52,0.69,0.18,1.089756772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0081
4,0.001,0.5,0.5,0.052,0.011,0,0.5,0.001,0,0.018,0.015,45.9,0.21,9.5,1038,0.008,0.007,0.55,2,24.85,5.52,0.717,0.12,3.274200921,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0036
3,0.001,0.5,0.5,0.014,0.009,0,0.5,0.004,0,0.002,0.018,44.2,0.2,9.5,1116,0.012,0.006,0.53,2,26.43,5.49,0.798,0.27,2.189746068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.018225
0,0.001,0.5,0.5,0.007,0.02,0.029,0.5,0.001,0.006,0.002,0.021,47.6,0.21,9.5,1158,0.014,0.007,0.52,2,28.31,5.58,0.812,0.04,6.970645805,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.45447137,0.0004
0,0.001,0.5,0.5,0.015,0.009,0.025,0.5,0.002,0.006,0.001,0.025,46.8,0.19,9.5,1141,0.019,0.006,0.53,2,27.48,5.54,0.846,0.17,5.658896033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.10512627,0.007225
0,0.001,0.5,0.5,0.018,0.007,0.027,0.5,0.003,0.006,0.002,0.021,45.1,0.2,9.5,1133,0.015,0.006,0.51,2,26.72,5.48,0.806,0.14,3.403358808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23.58582101,0.0049
0,0.001,0.5,0.5,0.03,0.01,0.058,0.5,0.001,0.006,0.018,0.018,50.1,0.18,9.5,1051,0.008,0.01,0.52,2,25.15,5.52,0.723,0.12,2.297085712,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0036
0,0.004,0.5,0.5,0.021,0.01,0,0.5,0.001,0,0.018,0.022,45.6,0.21,9.5,1149,0.012,0.01,0.53,2,27.61,5.53,0.836,0.16,2.611258908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0064
0,0.001,0.5,0.5,0.029,0.008,0,0.5,0.001,0,0.001,0.02,45.8,0.21,9.5,1073,0.015,0.005,0.52,2,25.76,5.53,0.72,0.19,1.481595596,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.009025
5,0.004,0.5,0.5,0.016,0.008,0.043,0.5,0.001,0.006,0.019,0.017,43.4,0.18,9.5,1106,0.01,0.007,0.53,1,26.57,5.53,0.832,0.06,4.872719736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0009
0,0.001,0.5,0.5,0.015,0.011,0.027,0.5,0.001,0.006,0.001,0.025,53,0.2,9.5,1035,0.016,0.009,0.51,2,24.96,5.54,0.728,0.16,2.399696772,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0064
0,0.004,0.5,0.5,0.027,0.009,0,0.5,0.001,0,0.018,0.018,48.2,0.18,9.5,1125,0.012,0.006,0.52,1,26.9,5.52,0.831,0.17,1.927603784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.007225
0,0.001,0.5,0.5,0.018,0.01,0,0.5,0.003,0,0.002,0.026,43.1,0.21,9.5,1116,0.013,0.013,0.53,2,26.9,5.54,0.838,0.19,3.288898051,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.009025
0,0.001,0.5,0.5,0.015,0.014,0.031,0.5,0.001,0.006,0.002,0.02,49.7,0.2,9.5,1016,0.01,0.01,0.52,2,24.39,5.53,0.738,0.06,1.347212894,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0009
0,0.001,0.5,0.5,0.034,0.008,0,0.5,0.001,0,0.017,0.023,49.8,0.19,9.5,1064,0.007,0.016,0.53,2,25.83,5.56,0.7,0.12,2.475988676,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.27948466,0.0036
0,0.001,0.5,0.5,0.046,0.013,0,0.5,0.001,0,0.002,0.023,52.1,0.21,9.5,1025,0.011,0.012,0.54,2,24.25,5.49,0.712,0.04,2.38549113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.67197918,0.0004
0,0.004,0.5,0.5,0.018,0.009,0,0.5,0.001,0,0.018,0.02,45.2,0.22,9.5,1081,0.01,0.01,0.53,1,26.05,5.54,0.823,0.12,1.472377474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0036
5,0.001,0.5,0.5,0.019,0.014,0,0.5,0.001,0,0.002,0.024,49.5,0.21,9.5,1059,0.017,0.007,0.54,2,25.45,5.53,0.737,0.18,3.229646473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0081
